1.000000e+01 1.043387e+05 7.199976e+04 7.585261e+04 
1.032761e+01 1.032228e+05 7.122971e+04 7.504136e+04 
1.066596e+01 1.021188e+05 7.046788e+04 7.423877e+04 
1.101539e+01 1.010267e+05 6.971419e+04 7.344475e+04 
1.137627e+01 9.994616e+04 6.896855e+04 7.265922e+04 
1.174898e+01 9.887719e+04 6.823087e+04 7.188208e+04 
1.213389e+01 9.781964e+04 6.750107e+04 7.111323e+04 
1.253141e+01 9.677339e+04 6.677906e+04 7.035260e+04 
1.294196e+01 9.573830e+04 6.606477e+04 6.960009e+04 
1.336596e+01 9.471428e+04 6.535810e+04 6.885562e+04 
1.380384e+01 9.370118e+04 6.465898e+04 6.811909e+04 
1.425608e+01 9.269891e+04 6.396733e+04 6.739043e+04 
1.472313e+01 9.170734e+04 6.328306e+04 6.666956e+04 
1.520548e+01 9.072636e+04 6.260610e+04 6.595638e+04 
1.570363e+01 8.975586e+04 6.193636e+04 6.525081e+04 
1.621810e+01 8.879572e+04 6.127378e+04 6.455279e+04 
1.674943e+01 8.784583e+04 6.061828e+04 6.386221e+04 
1.729816e+01 8.690608e+04 5.996977e+04 6.317901e+04 
1.786488e+01 8.597637e+04 5.932819e+04 6.250310e+04 
1.845015e+01 8.505659e+04 5.869345e+04 6.183441e+04 
1.905461e+01 8.414663e+04 5.806550e+04 6.117286e+04 
1.967886e+01 8.324638e+04 5.744425e+04 6.051838e+04 
2.032357e+01 8.235575e+04 5.682963e+04 5.987088e+04 
2.098940e+01 8.147462e+04 5.622157e+04 5.923029e+04 
2.167704e+01 8.060291e+04 5.562001e+04 5.859654e+04 
2.238721e+01 7.974050e+04 5.502486e+04 5.796956e+04 
2.312065e+01 7.888729e+04 5.443608e+04 5.734927e+04 
2.387811e+01 7.804320e+04 5.385357e+04 5.673561e+04 
2.466039e+01 7.720812e+04 5.327729e+04 5.612849e+04 
2.546830e+01 7.638195e+04 5.270715e+04 5.552786e+04 
2.630268e+01 7.556460e+04 5.214310e+04 5.493364e+04 
2.716439e+01 7.475597e+04 5.158508e+04 5.434576e+04 
2.805434e+01 7.395598e+04 5.103301e+04 5.376415e+04 
2.897344e+01 7.316453e+04 5.048683e+04 5.318876e+04 
2.992265e+01 7.238152e+04 4.994648e+04 5.261950e+04 
3.090295e+01 7.160688e+04 4.941190e+04 5.205632e+04 
3.191538e+01 7.084050e+04 4.888302e+04 5.149915e+04 
3.296097e+01 7.008230e+04 4.835979e+04 5.094793e+04 
3.404082e+01 6.933219e+04 4.784214e+04 5.040259e+04 
3.515604e+01 6.859009e+04 4.733001e+04 4.986307e+04 
3.630781e+01 6.785590e+04 4.682336e+04 4.932931e+04 
3.749730e+01 6.712955e+04 4.632210e+04 4.880124e+04 
3.872576e+01 6.641096e+04 4.582620e+04 4.827881e+04 
3.999447e+01 6.570003e+04 4.533558e+04 4.776195e+04 
4.130475e+01 6.499669e+04 4.485021e+04 4.725061e+04 
4.265795e+01 6.430085e+04 4.437001e+04 4.674472e+04 
4.405549e+01 6.361244e+04 4.389493e+04 4.624423e+04 
4.549881e+01 6.293137e+04 4.342492e+04 4.574908e+04 
4.698941e+01 6.225757e+04 4.295993e+04 4.525921e+04 
4.852885e+01 6.159095e+04 4.249989e+04 4.477457e+04 
5.011872e+01 6.093145e+04 4.204477e+04 4.429510e+04 
5.176068e+01 6.027898e+04 4.159449e+04 4.382074e+04 
5.345644e+01 5.963348e+04 4.114902e+04 4.335144e+04 
5.520774e+01 5.899486e+04 4.070831e+04 4.288715e+04 
5.701643e+01 5.836305e+04 4.027229e+04 4.242781e+04 
5.888437e+01 5.773798e+04 3.984092e+04 4.197337e+04 
6.081350e+01 5.711958e+04 3.941415e+04 4.152377e+04 
6.280584e+01 5.650777e+04 3.899194e+04 4.107897e+04 
6.486344e+01 5.590248e+04 3.857422e+04 4.063892e+04 
6.698846e+01 5.530366e+04 3.816096e+04 4.020355e+04 
6.918310e+01 5.471121e+04 3.775211e+04 3.977283e+04 
7.144963e+01 5.412509e+04 3.734761e+04 3.934670e+04 
7.379042e+01 5.354521e+04 3.694743e+04 3.892511e+04 
7.620790e+01 5.297152e+04 3.655151e+04 3.850802e+04 
7.870458e+01 5.240394e+04 3.615982e+04 3.809537e+04 
8.128305e+01 5.184241e+04 3.577230e+04 3.768713e+04 
8.394600e+01 5.128687e+04 3.538891e+04 3.728323e+04 
8.669619e+01 5.073726e+04 3.500960e+04 3.688364e+04 
8.953648e+01 5.019350e+04 3.463434e+04 3.648831e+04 
9.246982e+01 4.965553e+04 3.426308e+04 3.609719e+04 
9.549926e+01 4.912330e+04 3.389577e+04 3.571024e+04 
9.862795e+01 4.859674e+04 3.353238e+04 3.532741e+04 
1.018591e+02 4.807579e+04 3.317286e+04 3.494866e+04 
1.051962e+02 4.756040e+04 3.281717e+04 3.457395e+04 
1.086426e+02 4.705049e+04 3.246527e+04 3.420323e+04 
1.122018e+02 4.654602e+04 3.211711e+04 3.383645e+04 
1.158777e+02 4.604692e+04 3.177267e+04 3.347359e+04 
1.196741e+02 4.555314e+04 3.143189e+04 3.311459e+04 
1.235947e+02 4.506462e+04 3.109475e+04 3.275941e+04 
1.276439e+02 4.458130e+04 3.076119e+04 3.240802e+04 
1.318257e+02 4.410313e+04 3.043119e+04 3.206037e+04 
1.361445e+02 4.363005e+04 3.010470e+04 3.171642e+04 
1.406048e+02 4.316201e+04 2.978168e+04 3.137613e+04 
1.452112e+02 4.269896e+04 2.946211e+04 3.103946e+04 
