9.050000000000000711e+00 0.000000000000000000e+00
9.149999999999998579e+00 2.567238220945009974e+00
9.250000000000000000e+00 2.833850560709793687e+00
9.350000000000001421e+00 2.157002687454231182e+00
9.449999999999999289e+00 1.631413027644163183e+00
9.550000000000000711e+00 1.477650785818701351e+00
9.649999999999998579e+00 1.096074087545279685e+00
9.750000000000000000e+00 8.526579011231539829e-01
9.850000000000001421e+00 6.683235056698345611e-01
9.949999999999999289e+00 5.194167234003562728e-01
1.005000000000000071e+01 3.985900990664973387e-01
1.014999999999999858e+01 3.091903496533643381e-01
1.025000000000000000e+01 2.379326336085762494e-01
1.035000000000000142e+01 1.806367095559841818e-01
1.044999999999999929e+01 1.384287979453807105e-01
1.055000000000000071e+01 1.050171907991174630e-01
1.064999999999999858e+01 7.846210151910809616e-02
1.075000000000000000e+01 5.876433104276573838e-02
1.085000000000000142e+01 4.389113746583477027e-02
1.094999999999999929e+01 3.221201710402976648e-02
1.105000000000000071e+01 2.362757921218880397e-02
1.114999999999999858e+01 1.713093370199209736e-02
1.125000000000000000e+01 1.228545792400819424e-02
1.135000000000000142e+01 8.680596947670014135e-03
1.144999999999999929e+01 6.099855527281782853e-03
1.155000000000000071e+01 4.224730655550971471e-03
1.164999999999999858e+01 2.869423478841792025e-03
1.175000000000000000e+01 1.930212602019282676e-03
1.185000000000000142e+01 1.273537054657940650e-03
1.194999999999999929e+01 8.231122046709089942e-04
1.205000000000000071e+01 5.185604095459002806e-04
1.214999999999999858e+01 3.207381814718257844e-04
1.225000000000000000e+01 1.968722790479632116e-04
1.235000000000000142e+01 1.136213541030887855e-04
1.244999999999999929e+01 6.488524377346061858e-05
1.255000000000000071e+01 3.499910235404980459e-05
1.264999999999999858e+01 1.884065568447119813e-05
1.275000000000000000e+01 9.136274456977713795e-06
1.285000000000000142e+01 4.144385457038893794e-06
1.294999999999999929e+01 2.263113856315620840e-06
1.305000000000000071e+01 1.005828380584702609e-06
1.315000000000000036e+01 2.700835466384945399e-07
1.325000000000000000e+01 1.024454832077011809e-07
1.335000000000000142e+01 6.519258022308373432e-08
1.344999999999999929e+01 0.000000000000000000e+00
1.355000000000000071e+01 0.000000000000000000e+00
1.365000000000000036e+01 0.000000000000000000e+00
1.375000000000000000e+01 0.000000000000000000e+00
1.385000000000000142e+01 0.000000000000000000e+00
1.394999999999999929e+01 0.000000000000000000e+00
1.405000000000000071e+01 0.000000000000000000e+00
1.415000000000000036e+01 0.000000000000000000e+00
1.425000000000000000e+01 0.000000000000000000e+00
1.435000000000000142e+01 0.000000000000000000e+00
1.444999999999999929e+01 0.000000000000000000e+00
1.455000000000000071e+01 0.000000000000000000e+00
1.465000000000000036e+01 0.000000000000000000e+00
1.475000000000000000e+01 0.000000000000000000e+00
1.485000000000000142e+01 0.000000000000000000e+00
1.494999999999999929e+01 0.000000000000000000e+00
1.505000000000000071e+01 0.000000000000000000e+00
1.515000000000000036e+01 0.000000000000000000e+00
1.525000000000000000e+01 0.000000000000000000e+00
1.535000000000000142e+01 0.000000000000000000e+00
1.544999999999999929e+01 0.000000000000000000e+00
1.555000000000000071e+01 0.000000000000000000e+00
1.565000000000000036e+01 0.000000000000000000e+00
1.575000000000000000e+01 0.000000000000000000e+00
1.585000000000000142e+01 0.000000000000000000e+00
1.594999999999999929e+01 0.000000000000000000e+00
