9.296202185945048768e+00 3.094542234305617701e+00
9.613595521295263069e+00 1.362408460136036004e+00
9.930988856645477370e+00 6.881467195688902860e-01
1.024838219199568989e+01 3.628982593134343348e-01
1.056577552734590242e+01 1.895930710460557722e-01
1.088316886269611672e+01 9.731201608693020033e-02
1.120056219804633102e+01 4.974093799848414155e-02
1.151795553339654354e+01 2.516325051190762552e-02
1.183534886874675607e+01 1.263306034167306288e-02
1.215274220409697037e+01 6.246920122430077785e-03
1.247013553944718467e+01 3.007445759108713038e-03
1.278752887479739719e+01 1.392274325259006997e-03
1.310492221014760972e+01 5.992162544860088350e-04
1.342231554549782402e+01 2.351858951154099403e-04
1.373970888084803654e+01 7.825738696620065287e-05
1.405710221619825084e+01 2.023189663036945889e-05
1.437449555154846337e+01 3.670790817199758436e-06
1.469188888689867767e+01 3.785227940997352721e-07
1.500928222224889019e+01 1.467142612789663438e-08
