9.249654616765887738e+00 2.942068241311484478e+00
9.473952813757779978e+00 1.705946101195086495e+00
9.698251010749670442e+00 1.015424083259402366e+00
9.922549207741560906e+00 5.598927667129516283e-01
1.014684740473345315e+01 3.124000699583164842e-01
1.037114560172534183e+01 1.730927865399767840e-01
1.059544379871723407e+01 9.320988754168475776e-02
1.081974199570912276e+01 4.860527299449938360e-02
1.104404019270101500e+01 2.445472190729981732e-02
1.126833838969290547e+01 1.172419151487621471e-02
1.149263658668479593e+01 5.331422393902838890e-03
1.171693478367668817e+01 2.256600696527318994e-03
1.194123298066857686e+01 8.811055027377164483e-04
1.216553117766046910e+01 3.097388700859806353e-04
1.238982937465235779e+01 9.549558659339475470e-05
1.261412757164425003e+01 2.505414885449558452e-05
1.283842576863614049e+01 5.065638316619882337e-06
1.306272396562803095e+01 9.508452250048870733e-07
1.328702216261992319e+01 9.134757620134287051e-08
