9.240504364754997368e+00 2.304530316790244449e+00
9.446502057725101764e+00 1.340571469051477171e+00
9.652499750695209713e+00 7.538959832302186692e-01
9.858497443665314108e+00 4.209773742765228199e-01
1.006449513663542206e+01 2.284926109680360251e-01
1.027049282960552645e+01 1.182151290919802172e-01
1.047649052257563440e+01 5.995696285151590893e-02
1.068248821554573880e+01 2.956259376826839494e-02
1.088848590851584675e+01 1.393743458474601057e-02
1.109448360148595114e+01 6.251703904545520898e-03
1.130048129445605731e+01 2.627462205765476819e-03
1.150647898742616348e+01 1.025709589604711057e-03
1.171247668039626966e+01 3.636674542290458420e-04
1.191847437336637583e+01 1.143369499552765483e-04
1.212447206633648022e+01 3.113636118394581061e-05
1.233046975930658817e+01 6.998560637831874066e-06
1.253646745227669257e+01 1.428646745190485874e-06
1.274246514524680052e+01 2.079675641732985799e-07
1.294846283821690491e+01 1.808413601506944274e-08
