9.050000000000000711e+00 0.000000000000000000e+00
9.149999999999998579e+00 3.018673956394206215e+00
9.250000000000000000e+00 3.252261988818599292e+00
9.350000000000001421e+00 2.422384126111873481e+00
9.449999999999999289e+00 1.811723131686455490e+00
9.550000000000000711e+00 1.640419755131012014e+00
9.649999999999998579e+00 1.234647333621983201e+00
9.750000000000000000e+00 9.897305630147316124e-01
9.850000000000001421e+00 8.087848220020561474e-01
9.949999999999999289e+00 6.604312453418993423e-01
1.005000000000000071e+01 5.351081769913453856e-01
1.014999999999999858e+01 4.394026566296831415e-01
1.025000000000000000e+01 3.589775785803743791e-01
1.035000000000000142e+01 2.903125155717145023e-01
1.044999999999999929e+01 2.377044409513481837e-01
1.055000000000000071e+01 1.936271321028477932e-01
1.064999999999999858e+01 1.559424959123140164e-01
1.075000000000000000e+01 1.265689730644208033e-01
1.085000000000000142e+01 1.030141394585374626e-01
1.094999999999999929e+01 8.296612650156050262e-02
1.105000000000000071e+01 6.737738847732567538e-02
1.114999999999999858e+01 5.448331125080604909e-02
1.125000000000000000e+01 4.401455633342203633e-02
1.135000000000000142e+01 3.547252155840409371e-02
1.144999999999999929e+01 2.863508649170408774e-02
1.155000000000000071e+01 2.310522831976422053e-02
1.164999999999999858e+01 1.859046518802649414e-02
1.175000000000000000e+01 1.496934331953504206e-02
1.185000000000000142e+01 1.201994717121128604e-02
1.194999999999999929e+01 9.632902219891582851e-03
1.205000000000000071e+01 7.726242765784291366e-03
1.214999999999999858e+01 6.174147129058859575e-03
1.225000000000000000e+01 4.916097968816686946e-03
1.235000000000000142e+01 3.912281244993223717e-03
1.244999999999999929e+01 3.094729036092769021e-03
1.255000000000000071e+01 2.433704212307938666e-03
1.264999999999999858e+01 1.923944801092154766e-03
1.275000000000000000e+01 1.493701711297013967e-03
1.285000000000000142e+01 1.160595566034321137e-03
1.294999999999999929e+01 8.878391236066849679e-04
1.305000000000000071e+01 6.753299385309122866e-04
1.315000000000000036e+01 5.203858017921558343e-04
1.325000000000000000e+01 3.851670771837179745e-04
1.335000000000000142e+01 2.878345549106608200e-04
1.344999999999999929e+01 2.096220850944526361e-04
1.355000000000000071e+01 1.479871571063974219e-04
1.365000000000000036e+01 1.044664531946204477e-04
1.375000000000000000e+01 7.137656211852925700e-05
1.385000000000000142e+01 4.786066710948961032e-05
1.394999999999999929e+01 3.078952431678782815e-05
1.405000000000000071e+01 1.933425664901705955e-05
1.415000000000000036e+01 1.215375959873225382e-05
1.425000000000000000e+01 6.984919309615989764e-06
1.435000000000000142e+01 3.678724169731153266e-06
1.444999999999999929e+01 1.946464180946356874e-06
1.455000000000000071e+01 9.406358003616199600e-07
1.465000000000000036e+01 4.004687070846642850e-07
1.475000000000000000e+01 2.142041921615570146e-07
1.485000000000000142e+01 7.450580596923854595e-08
1.494999999999999929e+01 9.313225746154818243e-09
1.505000000000000071e+01 0.000000000000000000e+00
1.515000000000000036e+01 9.313225746154983680e-09
1.525000000000000000e+01 0.000000000000000000e+00
1.535000000000000142e+01 0.000000000000000000e+00
1.544999999999999929e+01 0.000000000000000000e+00
1.555000000000000071e+01 0.000000000000000000e+00
1.565000000000000036e+01 0.000000000000000000e+00
1.575000000000000000e+01 0.000000000000000000e+00
1.585000000000000142e+01 0.000000000000000000e+00
1.594999999999999929e+01 0.000000000000000000e+00
